sector,yearly_return
Automobile,35.74397052453859
Banking,10.386832484229007
Cement,25.91862827033877
Conglomerate,-5.701104668387854
Consumer,-5.000422652551303
Energy,29.681571235156223
Financials,-6.486964384341153
Healthcare,24.03709433658551
IT,35.45497892846607
Infrastructure,12.93936972090326
Insurance,0.8869017078355301
Manufacturing,29.41032932118901
Metals,18.818321023413187
Pharma,24.905303846473966
Telecom,54.65654873361584
Transport,37.321816863976814
