Ticker,close,date,high,low,month,open,volume,symbol
HCLTECH,1336.7,2023-12-01_05-30-00,1349.0,1328.0,2023-12,1346.0,1854324,HCLTECH
HCLTECH,1337.95,2023-12-04_05-30-00,1350.0,1331.0,2023-12,1350.0,1547057,HCLTECH
HCLTECH,1317.55,2023-12-05_05-30-00,1347.0,1308.3,2023-12,1347.0,3932040,HCLTECH
HCLTECH,1329.55,2023-12-06_05-30-00,1339.95,1319.55,2023-12,1325.0,2077245,HCLTECH
HCLTECH,1328.0,2023-12-07_05-30-00,1337.0,1325.35,2023-12,1331.0,1985003,HCLTECH
HCLTECH,1364.1,2023-12-08_05-30-00,1369.95,1329.0,2023-12,1333.0,4509751,HCLTECH
HCLTECH,1375.3,2023-12-11_05-30-00,1383.0,1366.05,2023-12,1370.1,2824656,HCLTECH
HCLTECH,1375.3,2023-12-12_05-30-00,1387.0,1370.0,2023-12,1377.0,2730422,HCLTECH
HCLTECH,1369.2,2023-12-13_05-30-00,1382.8,1357.05,2023-12,1379.35,1896931,HCLTECH
HCLTECH,1414.6,2023-12-14_05-30-00,1419.25,1382.0,2023-12,1391.0,5145574,HCLTECH
HCLTECH,1491.3,2023-12-15_05-30-00,1497.0,1422.0,2023-12,1422.0,7374290,HCLTECH
HCLTECH,1504.3,2023-12-18_05-30-00,1509.9,1481.0,2023-12,1489.85,3075527,HCLTECH
HCLTECH,1488.3,2023-12-19_05-30-00,1504.65,1477.7,2023-12,1501.5,2590417,HCLTECH
HCLTECH,1439.95,2023-12-20_05-30-00,1503.05,1435.0,2023-12,1485.0,4368383,HCLTECH
HCLTECH,1422.05,2023-12-21_05-30-00,1447.05,1420.1,2023-12,1421.15,2841508,HCLTECH
HCLTECH,1462.7,2023-12-22_05-30-00,1467.35,1423.0,2023-12,1431.0,2303438,HCLTECH
HCLTECH,1458.15,2023-12-26_05-30-00,1467.35,1442.15,2023-12,1462.7,1363265,HCLTECH
HCLTECH,1472.05,2023-12-27_05-30-00,1476.0,1457.55,2023-12,1465.45,1402329,HCLTECH
HCLTECH,1472.45,2023-12-28_05-30-00,1482.7,1468.45,2023-12,1470.6,1928616,HCLTECH
HCLTECH,1466.1,2023-12-29_05-30-00,1481.85,1457.55,2023-12,1473.95,1481617,HCLTECH
HCLTECH,1483.75,2024-01-01_05-30-00,1495.75,1455.05,2024-01,1460.0,1222315,HCLTECH
HCLTECH,1469.55,2024-01-02_05-30-00,1488.8,1461.35,2024-01,1484.05,1440888,HCLTECH
HCLTECH,1437.75,2024-01-03_05-30-00,1465.0,1435.5,2024-01,1460.0,1651716,HCLTECH
HCLTECH,1419.95,2024-01-04_05-30-00,1444.8,1417.15,2024-01,1437.0,3392241,HCLTECH
HCLTECH,1432.8,2024-01-05_05-30-00,1438.85,1421.9,2024-01,1425.0,1776925,HCLTECH
HCLTECH,1447.9,2024-01-08_05-30-00,1452.6,1430.55,2024-01,1435.0,2025264,HCLTECH
HCLTECH,1460.4,2024-01-09_05-30-00,1480.95,1452.35,2024-01,1460.6,3119270,HCLTECH
HCLTECH,1492.1,2024-01-10_05-30-00,1508.0,1466.05,2024-01,1474.9,4368914,HCLTECH
HCLTECH,1484.8,2024-01-11_05-30-00,1500.0,1474.0,2024-01,1500.0,2271368,HCLTECH
HCLTECH,1540.8,2024-01-12_05-30-00,1555.0,1498.5,2024-01,1505.0,5862043,HCLTECH
HCLTECH,1588.2,2024-01-15_05-30-00,1619.6,1575.5,2024-01,1610.0,9712071,HCLTECH
HCLTECH,1555.45,2024-01-16_05-30-00,1587.0,1538.0,2024-01,1587.0,4459799,HCLTECH
HCLTECH,1575.9,2024-01-17_05-30-00,1585.0,1516.55,2024-01,1520.0,3846289,HCLTECH
HCLTECH,1567.55,2024-01-18_05-30-00,1584.2,1537.05,2024-01,1577.0,3205598,HCLTECH
HCLTECH,1567.95,2024-01-19_05-30-00,1590.0,1558.05,2024-01,1570.0,2374099,HCLTECH
HCLTECH,1544.0,2024-01-20_05-30-00,1580.0,1537.05,2024-01,1580.0,961332,HCLTECH
HCLTECH,1523.65,2024-01-23_05-30-00,1567.9,1517.05,2024-01,1558.9,3196630,HCLTECH
HCLTECH,1576.4,2024-01-24_05-30-00,1581.2,1523.7,2024-01,1530.1,2136023,HCLTECH
HCLTECH,1550.25,2024-01-25_05-30-00,1570.0,1536.75,2024-01,1570.0,2641656,HCLTECH
HCLTECH,1574.55,2024-01-29_05-30-00,1588.6,1550.25,2024-01,1565.0,2521598,HCLTECH
HCLTECH,1559.3,2024-01-30_05-30-00,1592.45,1555.0,2024-01,1580.0,1939386,HCLTECH
HCLTECH,1576.0,2024-01-31_05-30-00,1581.3,1546.35,2024-01,1559.3,7025931,HCLTECH
HCLTECH,1577.4,2024-02-01_05-30-00,1597.0,1566.35,2024-02,1576.0,2845408,HCLTECH
HCLTECH,1583.75,2024-02-02_05-30-00,1613.9,1575.0,2024-02,1584.8,2337374,HCLTECH
HCLTECH,1555.35,2024-02-05_05-30-00,1588.5,1551.45,2024-02,1584.95,1452864,HCLTECH
HCLTECH,1623.75,2024-02-06_05-30-00,1627.0,1558.05,2024-02,1566.0,4988311,HCLTECH
HCLTECH,1615.35,2024-02-07_05-30-00,1629.9,1598.95,2024-02,1628.0,3320199,HCLTECH
HCLTECH,1633.8,2024-02-08_05-30-00,1647.7,1617.3,2024-02,1626.0,3496692,HCLTECH
HCLTECH,1630.6,2024-02-09_05-30-00,1646.75,1614.65,2024-02,1640.0,3341297,HCLTECH
HCLTECH,1666.95,2024-02-12_05-30-00,1685.0,1639.0,2024-02,1639.0,4885445,HCLTECH
HCLTECH,1665.6,2024-02-13_05-30-00,1675.0,1648.6,2024-02,1675.0,3129897,HCLTECH
HCLTECH,1671.5,2024-02-14_05-30-00,1676.9,1625.45,2024-02,1649.75,1386643,HCLTECH
HCLTECH,1662.55,2024-02-15_05-30-00,1696.5,1650.1,2024-02,1678.0,2555162,HCLTECH
HCLTECH,1667.45,2024-02-16_05-30-00,1677.0,1650.05,2024-02,1675.0,1776881,HCLTECH
HCLTECH,1675.25,2024-02-19_05-30-00,1682.95,1659.65,2024-02,1670.0,762624,HCLTECH
HCLTECH,1663.05,2024-02-20_05-30-00,1672.75,1645.0,2024-02,1661.0,2240414,HCLTECH
HCLTECH,1636.3,2024-02-21_05-30-00,1664.8,1632.05,2024-02,1655.55,2890991,HCLTECH
HCLTECH,1686.4,2024-02-22_05-30-00,1691.4,1639.0,2024-02,1644.0,3820901,HCLTECH
HCLTECH,1665.75,2024-02-23_05-30-00,1697.35,1663.45,2024-02,1697.0,2191549,HCLTECH
HCLTECH,1649.8,2024-02-26_05-30-00,1668.85,1639.5,2024-02,1665.75,1844253,HCLTECH
HCLTECH,1658.8,2024-02-27_05-30-00,1673.4,1648.0,2024-02,1649.0,2049420,HCLTECH
HCLTECH,1651.9,2024-02-28_05-30-00,1672.0,1644.2,2024-02,1664.7,936575,HCLTECH
HCLTECH,1663.85,2024-02-29_05-30-00,1677.75,1636.65,2024-02,1642.15,3532888,HCLTECH
HCLTECH,1644.1,2024-03-01_05-30-00,1679.2,1639.1,2024-03,1675.45,2371138,HCLTECH
HCLTECH,1646.3,2024-03-02_05-30-00,1663.0,1643.0,2024-03,1656.0,74513,HCLTECH
HCLTECH,1637.95,2024-03-04_05-30-00,1654.0,1635.0,2024-03,1649.0,1788071,HCLTECH
