Ticker,close,date,high,low,month,open,volume,symbol
HINDALCO,517.2,2023-12-01_05-30-00,524.8,515.3,2023-12,520.05,4933886,HINDALCO
HINDALCO,519.25,2023-12-04_05-30-00,526.65,516.55,2023-12,524.05,5985489,HINDALCO
HINDALCO,520.65,2023-12-05_05-30-00,528.8,515.45,2023-12,518.35,6399021,HINDALCO
HINDALCO,523.0,2023-12-06_05-30-00,526.95,515.6,2023-12,521.0,4831956,HINDALCO
HINDALCO,516.05,2023-12-07_05-30-00,522.4,515.1,2023-12,521.0,4628885,HINDALCO
HINDALCO,520.35,2023-12-08_05-30-00,525.05,514.0,2023-12,519.5,3733998,HINDALCO
HINDALCO,522.4,2023-12-11_05-30-00,523.8,517.1,2023-12,520.3,2597347,HINDALCO
HINDALCO,527.45,2023-12-12_05-30-00,538.5,522.15,2023-12,525.0,9498031,HINDALCO
HINDALCO,532.85,2023-12-13_05-30-00,535.25,523.3,2023-12,528.95,4000017,HINDALCO
HINDALCO,543.1,2023-12-14_05-30-00,545.95,537.25,2023-12,540.0,7190654,HINDALCO
HINDALCO,557.25,2023-12-15_05-30-00,559.05,548.2,2023-12,556.0,8191005,HINDALCO
HINDALCO,566.4,2023-12-18_05-30-00,567.4,551.5,2023-12,557.0,5076184,HINDALCO
HINDALCO,564.85,2023-12-19_05-30-00,567.95,555.7,2023-12,567.95,4484733,HINDALCO
HINDALCO,548.2,2023-12-20_05-30-00,570.9,546.25,2023-12,569.5,6959868,HINDALCO
HINDALCO,556.25,2023-12-21_05-30-00,561.65,541.65,2023-12,544.0,4591119,HINDALCO
HINDALCO,570.45,2023-12-22_05-30-00,572.0,559.0,2023-12,559.4,7865384,HINDALCO
HINDALCO,579.85,2023-12-26_05-30-00,580.85,570.5,2023-12,574.95,4649730,HINDALCO
HINDALCO,605.6,2023-12-27_05-30-00,607.65,580.3,2023-12,582.0,12430827,HINDALCO
HINDALCO,614.3,2023-12-28_05-30-00,616.5,605.2,2023-12,608.0,7139743,HINDALCO
HINDALCO,614.85,2023-12-29_05-30-00,618.0,608.1,2023-12,614.3,3995822,HINDALCO
HINDALCO,610.4,2024-01-01_05-30-00,620.5,606.95,2024-01,614.5,2961919,HINDALCO
HINDALCO,617.0,2024-01-02_05-30-00,620.0,607.4,2024-01,610.4,4975013,HINDALCO
HINDALCO,593.05,2024-01-03_05-30-00,611.4,592.0,2024-01,608.25,7226455,HINDALCO
HINDALCO,590.5,2024-01-04_05-30-00,595.85,587.65,2024-01,594.0,6592370,HINDALCO
HINDALCO,587.0,2024-01-05_05-30-00,597.6,581.55,2024-01,590.6,2990123,HINDALCO
HINDALCO,577.65,2024-01-08_05-30-00,592.5,576.45,2024-01,587.0,4425767,HINDALCO
HINDALCO,575.95,2024-01-09_05-30-00,584.9,573.6,2024-01,581.95,5314029,HINDALCO
HINDALCO,580.05,2024-01-10_05-30-00,582.0,570.65,2024-01,576.0,2408792,HINDALCO
HINDALCO,576.95,2024-01-11_05-30-00,587.0,575.5,2024-01,582.95,3899383,HINDALCO
