Ticker,close,date,high,low,month,open,volume,symbol
INDUSINDBK,1461.05,2023-12-01_05-30-00,1493.0,1458.15,2023-12,1479.0,4063279,INDUSINDBK
INDUSINDBK,1514.65,2023-12-04_05-30-00,1517.55,1473.45,2023-12,1490.0,4254987,INDUSINDBK
INDUSINDBK,1506.6,2023-12-05_05-30-00,1525.5,1486.5,2023-12,1519.8,3457904,INDUSINDBK
INDUSINDBK,1501.6,2023-12-06_05-30-00,1521.35,1493.35,2023-12,1517.0,3405245,INDUSINDBK
INDUSINDBK,1504.75,2023-12-07_05-30-00,1514.95,1496.05,2023-12,1505.0,1931490,INDUSINDBK
INDUSINDBK,1508.95,2023-12-08_05-30-00,1520.95,1494.05,2023-12,1510.0,2568088,INDUSINDBK
INDUSINDBK,1521.85,2023-12-11_05-30-00,1537.95,1510.0,2023-12,1512.8,2194782,INDUSINDBK
INDUSINDBK,1497.0,2023-12-12_05-30-00,1528.9,1489.95,2023-12,1528.9,1621785,INDUSINDBK
INDUSINDBK,1506.9,2023-12-13_05-30-00,1512.65,1495.0,2023-12,1502.0,2562565,INDUSINDBK
INDUSINDBK,1551.7,2023-12-14_05-30-00,1554.5,1515.6,2023-12,1523.0,3427500,INDUSINDBK
INDUSINDBK,1570.8,2023-12-15_05-30-00,1578.0,1547.05,2023-12,1552.95,3478643,INDUSINDBK
INDUSINDBK,1556.35,2023-12-18_05-30-00,1570.0,1552.0,2023-12,1570.0,1352458,INDUSINDBK
INDUSINDBK,1566.55,2023-12-19_05-30-00,1586.05,1542.2,2023-12,1556.35,2297704,INDUSINDBK
INDUSINDBK,1556.15,2023-12-20_05-30-00,1581.0,1549.5,2023-12,1578.0,3218717,INDUSINDBK
INDUSINDBK,1570.0,2023-12-21_05-30-00,1574.0,1527.55,2023-12,1542.1,2400593,INDUSINDBK
INDUSINDBK,1562.35,2023-12-22_05-30-00,1591.1,1557.9,2023-12,1574.3,2214206,INDUSINDBK
INDUSINDBK,1570.8,2023-12-26_05-30-00,1582.75,1557.0,2023-12,1562.95,1129332,INDUSINDBK
INDUSINDBK,1597.45,2023-12-27_05-30-00,1600.0,1567.3,2023-12,1573.15,1887827,INDUSINDBK
INDUSINDBK,1610.55,2023-12-28_05-30-00,1618.7,1592.0,2023-12,1600.0,3143161,INDUSINDBK
INDUSINDBK,1598.95,2023-12-29_05-30-00,1618.9,1587.05,2023-12,1615.0,1779207,INDUSINDBK
INDUSINDBK,1598.85,2024-01-01_05-30-00,1611.4,1591.8,2024-01,1598.95,1341121,INDUSINDBK
INDUSINDBK,1575.6,2024-01-02_05-30-00,1598.25,1570.0,2024-01,1594.1,1227193,INDUSINDBK
INDUSINDBK,1601.15,2024-01-03_05-30-00,1604.95,1558.0,2024-01,1575.5,2620296,INDUSINDBK
INDUSINDBK,1648.55,2024-01-04_05-30-00,1655.0,1593.0,2024-01,1593.0,4271262,INDUSINDBK
INDUSINDBK,1643.2,2024-01-05_05-30-00,1654.0,1629.0,2024-01,1654.0,2294140,INDUSINDBK
INDUSINDBK,1627.1,2024-01-08_05-30-00,1650.05,1622.0,2024-01,1633.0,1791003,INDUSINDBK
INDUSINDBK,1625.1,2024-01-09_05-30-00,1643.9,1621.0,2024-01,1631.95,1619091,INDUSINDBK
INDUSINDBK,1640.15,2024-01-10_05-30-00,1642.75,1620.0,2024-01,1620.0,1629958,INDUSINDBK
INDUSINDBK,1657.85,2024-01-11_05-30-00,1668.2,1642.55,2024-01,1643.95,1914421,INDUSINDBK
INDUSINDBK,1674.0,2024-01-12_05-30-00,1677.85,1647.4,2024-01,1657.85,2161848,INDUSINDBK
INDUSINDBK,1688.85,2024-01-15_05-30-00,1694.5,1668.05,2024-01,1684.8,2930339,INDUSINDBK
INDUSINDBK,1667.05,2024-01-16_05-30-00,1691.75,1663.05,2024-01,1688.85,1316138,INDUSINDBK
INDUSINDBK,1643.9,2024-01-17_05-30-00,1677.05,1631.85,2024-01,1650.0,6683398,INDUSINDBK
INDUSINDBK,1612.9,2024-01-18_05-30-00,1639.6,1595.1,2024-01,1634.95,3557256,INDUSINDBK
INDUSINDBK,1561.1,2024-01-19_05-30-00,1631.75,1550.2,2024-01,1622.7,10982524,INDUSINDBK
INDUSINDBK,1535.35,2024-01-20_05-30-00,1571.9,1530.0,2024-01,1570.0,3158588,INDUSINDBK
INDUSINDBK,1441.7,2024-01-23_05-30-00,1547.9,1428.05,2024-01,1535.0,10097057,INDUSINDBK
INDUSINDBK,1490.85,2024-01-24_05-30-00,1495.8,1442.0,2024-01,1459.95,9155544,INDUSINDBK
INDUSINDBK,1512.0,2024-01-25_05-30-00,1543.95,1488.6,2024-01,1490.0,8118578,INDUSINDBK
INDUSINDBK,1526.8,2024-01-29_05-30-00,1537.75,1515.35,2024-01,1523.0,3058020,INDUSINDBK
INDUSINDBK,1519.9,2024-01-30_05-30-00,1544.45,1510.05,2024-01,1530.0,1721705,INDUSINDBK
INDUSINDBK,1534.05,2024-01-31_05-30-00,1548.0,1507.15,2024-01,1519.2,3867886,INDUSINDBK
INDUSINDBK,1541.15,2024-02-01_05-30-00,1547.55,1523.55,2024-02,1537.75,2240634,INDUSINDBK
INDUSINDBK,1533.75,2024-02-02_05-30-00,1564.85,1529.55,2024-02,1551.0,3554450,INDUSINDBK
INDUSINDBK,1537.8,2024-02-05_05-30-00,1550.0,1521.8,2024-02,1532.75,2624023,INDUSINDBK
INDUSINDBK,1511.4,2024-02-06_05-30-00,1550.45,1504.15,2024-02,1550.0,3312270,INDUSINDBK
INDUSINDBK,1515.35,2024-02-07_05-30-00,1522.4,1492.2,2024-02,1522.4,4066189,INDUSINDBK
INDUSINDBK,1477.3,2024-02-08_05-30-00,1540.95,1470.0,2024-02,1522.7,2931291,INDUSINDBK
INDUSINDBK,1486.25,2024-02-09_05-30-00,1491.4,1462.65,2024-02,1480.25,2388841,INDUSINDBK
INDUSINDBK,1447.15,2024-02-12_05-30-00,1497.0,1442.15,2024-02,1488.2,2821957,INDUSINDBK
INDUSINDBK,1463.9,2024-02-13_05-30-00,1476.25,1430.65,2024-02,1452.4,4601482,INDUSINDBK
INDUSINDBK,1481.5,2024-02-14_05-30-00,1494.5,1435.95,2024-02,1450.05,4208176,INDUSINDBK
INDUSINDBK,1476.95,2024-02-15_05-30-00,1492.85,1460.3,2024-02,1491.0,1906763,INDUSINDBK
INDUSINDBK,1493.65,2024-02-16_05-30-00,1506.5,1471.0,2024-02,1485.95,1844045,INDUSINDBK
INDUSINDBK,1483.6,2024-02-19_05-30-00,1502.8,1477.0,2024-02,1499.9,1209609,INDUSINDBK
