Ticker,close,date,high,low,month,open,volume,symbol
BRITANNIA,4970.75,2023-12-01_05-30-00,4984.0,4860.05,2023-12,4873.0,485597,BRITANNIA
BRITANNIA,4937.75,2023-12-04_05-30-00,4994.95,4915.0,2023-12,4990.0,310152,BRITANNIA
BRITANNIA,4948.4,2023-12-05_05-30-00,4975.0,4933.0,2023-12,4937.75,280497,BRITANNIA
BRITANNIA,5003.15,2023-12-06_05-30-00,5022.7,4952.3,2023-12,4953.0,295686,BRITANNIA
BRITANNIA,5016.0,2023-12-07_05-30-00,5025.0,4963.15,2023-12,5003.15,268095,BRITANNIA
BRITANNIA,4942.2,2023-12-08_05-30-00,5060.0,4931.0,2023-12,5024.0,282713,BRITANNIA
BRITANNIA,4944.15,2023-12-11_05-30-00,4974.5,4900.05,2023-12,4959.9,147976,BRITANNIA
BRITANNIA,4903.05,2023-12-12_05-30-00,4971.45,4875.0,2023-12,4968.0,184238,BRITANNIA
BRITANNIA,4919.3,2023-12-13_05-30-00,4928.0,4860.0,2023-12,4910.0,153558,BRITANNIA
BRITANNIA,4946.65,2023-12-14_05-30-00,4965.0,4897.0,2023-12,4932.2,174503,BRITANNIA
BRITANNIA,4913.9,2023-12-15_05-30-00,4969.85,4880.5,2023-12,4938.0,216579,BRITANNIA
BRITANNIA,4879.5,2023-12-18_05-30-00,4925.5,4837.05,2023-12,4913.85,223278,BRITANNIA
BRITANNIA,4911.25,2023-12-19_05-30-00,4927.45,4858.7,2023-12,4891.35,200718,BRITANNIA
BRITANNIA,4954.95,2023-12-20_05-30-00,5051.95,4916.0,2023-12,4920.0,457942,BRITANNIA
BRITANNIA,5059.6,2023-12-21_05-30-00,5113.3,4877.55,2023-12,4930.0,796081,BRITANNIA
BRITANNIA,5161.1,2023-12-22_05-30-00,5183.7,5050.05,2023-12,5075.0,582688,BRITANNIA
BRITANNIA,5235.95,2023-12-26_05-30-00,5244.5,5146.0,2023-12,5155.0,574310,BRITANNIA
BRITANNIA,5216.8,2023-12-27_05-30-00,5245.0,5160.0,2023-12,5242.0,241944,BRITANNIA
BRITANNIA,5282.0,2023-12-28_05-30-00,5338.65,5186.75,2023-12,5224.95,655367,BRITANNIA
BRITANNIA,5338.45,2023-12-29_05-30-00,5386.05,5238.65,2023-12,5260.55,535691,BRITANNIA
BRITANNIA,5319.8,2024-01-01_05-30-00,5349.9,5290.0,2024-01,5339.0,130032,BRITANNIA
BRITANNIA,5288.85,2024-01-02_05-30-00,5334.95,5224.1,2024-01,5319.8,193517,BRITANNIA
BRITANNIA,5253.8,2024-01-03_05-30-00,5333.9,5240.0,2024-01,5288.85,123303,BRITANNIA
BRITANNIA,5361.3,2024-01-04_05-30-00,5375.0,5221.0,2024-01,5253.8,413391,BRITANNIA
BRITANNIA,5272.35,2024-01-05_05-30-00,5363.35,5256.0,2024-01,5361.3,299017,BRITANNIA
BRITANNIA,5177.35,2024-01-08_05-30-00,5305.0,5171.05,2024-01,5305.0,236628,BRITANNIA
BRITANNIA,5122.4,2024-01-09_05-30-00,5210.2,5111.0,2024-01,5199.0,194434,BRITANNIA
BRITANNIA,5086.65,2024-01-10_05-30-00,5143.65,5051.5,2024-01,5111.0,191450,BRITANNIA
BRITANNIA,5136.7,2024-01-11_05-30-00,5186.4,5076.55,2024-01,5102.9,277823,BRITANNIA
BRITANNIA,5151.1,2024-01-12_05-30-00,5250.4,5100.05,2024-01,5149.0,462298,BRITANNIA
BRITANNIA,5177.35,2024-01-15_05-30-00,5228.0,5119.0,2024-01,5159.95,400069,BRITANNIA
BRITANNIA,5130.6,2024-01-16_05-30-00,5218.0,5107.25,2024-01,5168.4,203028,BRITANNIA
BRITANNIA,5061.7,2024-01-17_05-30-00,5135.25,5055.0,2024-01,5115.05,270672,BRITANNIA
BRITANNIA,5015.15,2024-01-18_05-30-00,5077.95,4974.2,2024-01,5061.0,514119,BRITANNIA
